/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"netSpeed.veth0dd0907 = 10000"
"netBandwidth.veth0dd0907 = 12500000"
"netFullDuplex.veth0dd0907 = full"
"netSpeed.veth1054dea = 10000"
"netBandwidth.veth1054dea = 12500000"
"netFullDuplex.veth1054dea = full"
"netSpeed.veth1fdd3a3 = 10000"
"netBandwidth.veth1fdd3a3 = 12500000"
"netFullDuplex.veth1fdd3a3 = full"
"netSpeed.veth3b5195c = 10000"
"netBandwidth.veth3b5195c = 12500000"
"netFullDuplex.veth3b5195c = full"
"netSpeed.veth431deb5 = 10000"
"netBandwidth.veth431deb5 = 12500000"
"netFullDuplex.veth431deb5 = full"
"netSpeed.veth444c3c1 = 10000"
"netBandwidth.veth444c3c1 = 12500000"
"netFullDuplex.veth444c3c1 = full"
"netSpeed.veth7e0752f = 10000"
"netBandwidth.veth7e0752f = 12500000"
"netFullDuplex.veth7e0752f = full"
"netSpeed.veth857c02e = 10000"
"netBandwidth.veth857c02e = 12500000"
"netFullDuplex.veth857c02e = full"
"netSpeed.veth8661b53 = 10000"
"netBandwidth.veth8661b53 = 12500000"
"netFullDuplex.veth8661b53 = full"
"netSpeed.veth88176e2 = 10000"
"netBandwidth.veth88176e2 = 12500000"
"netFullDuplex.veth88176e2 = full"
"netSpeed.vethb5cc02b = 10000"
"netBandwidth.vethb5cc02b = 12500000"
"netFullDuplex.vethb5cc02b = full"
"netSpeed.vethb785b46 = 10000"
"netBandwidth.vethb785b46 = 12500000"
"netFullDuplex.vethb785b46 = full"
"netSpeed.vethd1af9e3 = 10000"
"netBandwidth.vethd1af9e3 = 12500000"
"netFullDuplex.vethd1af9e3 = full"
"netSpeed.vethd30c2f4 = 10000"
"netBandwidth.vethd30c2f4 = 12500000"
"netFullDuplex.vethd30c2f4 = full"
"netSpeed.vethfd4426a = 10000"
"netBandwidth.vethfd4426a = 12500000"
"netFullDuplex.vethfd4426a = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5217 CPU @ 3.00GHz"
"cpu_cores = 32"
"cpu_sockets = 2"
"cpu_cores_per_socket = 8"
"cpu_threads_per_core = 2"
"memory_size = 97605088"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     ), sda(INTEL SSDSCKJB48)"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,veth0dd0907,veth1054dea,veth1fdd3a3,veth3b5195c,veth431deb5,veth444c3c1,veth7e0752f,veth857c02e,veth8661b53,veth88176e2,vethb5cc02b,vethb785b46,vethd1af9e3,vethd30c2f4,vethfd4426a,total -dD nvme0n1,nvme1n1,sda,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","25 Apr 2019 06:56:03 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/veth0dd0907",,"net/veth1054dea",,"net/veth1fdd3a3",,"net/veth3b5195c",,"net/veth431deb5",,"net/veth444c3c1",,"net/veth7e0752f",,"net/veth857c02e",,"net/veth8661b53",,"net/veth88176e2",,"net/vethb5cc02b",,"net/vethb785b46",,"net/vethd1af9e3",,"net/vethd30c2f4",,"net/vethfd4426a",,"net/total",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/sda",,"dsk/loop0",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/sda",,"tim/loop0",,"qu/nvme0n1","qu/nvme1n1","qu/sda","qu/loop0","io/nvme0n1",,"io/nvme1n1",,"io/sda",,"io/loop0",,"memory usage",,,,"paging",
1556201090.358,34.235,2.892,62.087,0.283,0.0,0.503,3217458.0,2205065.0,2626045.0,659817.0,0.0,0.0,1714577.0,1822926.0,908706.0,1207127.0,0.0,0.0,990392.0,1325495.0,0.0,0.0,1423843.0,1644512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13922478.0,14849173.0,0.0,12222464.0,0.0,0.0,0.0,41500672.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2148.0,0.0,0.0,0.0,84.0,0.0,0.0,13003698176.0,1668702208.0,25008697344.0,60266512384.0,0.0,0.0
1556201091.358,29.849,4.219,65.334,0.063,0.0,0.535,4115728.0,3068717.0,3400353.0,867757.0,0.0,0.0,2098304.0,2211412.0,1460389.0,1805415.0,0.0,0.0,1542860.0,1822530.0,0.0,0.0,1805806.0,1985152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18679698.0,19641736.0,0.0,14651392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2704.0,0.0,0.0,0.0,0.0,0.0,0.0,12999229440.0,1668702208.0,25014702080.0,60264976384.0,0.0,0.0
1556201092.358,32.636,3.901,62.892,0.063,0.0,0.507,3700299.0,2813717.0,2627363.0,660867.0,0.0,0.0,1808987.0,1822472.0,1298706.0,1501695.0,0.0,0.0,1629184.0,1697030.0,0.0,0.0,1603901.0,1707824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16589275.0,17360944.0,0.0,13058048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2118.0,0.0,0.0,0.0,0.0,0.0,0.0,13032464384.0,1668702208.0,25020649472.0,60225794048.0,0.0,0.0
1556201093.358,24.565,3.383,71.483,0.0,0.0,0.569,3444707.0,2392954.0,2588973.0,671083.0,0.0,0.0,1428085.0,1662993.0,1358979.0,1528285.0,0.0,0.0,1289206.0,1487299.0,0.0,0.0,1407115.0,1548562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14808312.0,15685775.0,0.0,12587008.0,0.0,0.0,0.0,86016.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2238.0,0.0,0.0,0.0,7.0,0.0,0.0,13064400896.0,1668702208.0,25026752512.0,60187754496.0,0.0,0.0
1556201094.357,29.984,4.019,65.167,0.032,0.0,0.797,4269615.0,3207369.0,3307338.0,829320.0,0.0,0.0,2106670.0,2111057.0,1535731.0,1815867.0,0.0,0.0,1876760.0,2045632.0,0.0,0.0,1805952.0,2033313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19382414.0,20428178.0,0.0,15417344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2702.0,0.0,0.0,0.0,0.0,0.0,0.0,13071966208.0,1668702208.0,25032753152.0,60174188544.0,0.0,0.0
1556201095.357,36.882,4.947,57.451,0.094,0.0,0.626,3643109.0,2443956.0,2683935.0,670393.0,0.0,0.0,1778245.0,1880310.0,1177755.0,1483058.0,0.0,0.0,1393674.0,1605611.0,0.0,0.0,1442098.0,1667777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15562478.0,16663193.0,0.0,12550144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2208.0,0.0,0.0,0.0,0.0,0.0,0.0,13128536064.0,1668702208.0,25038458880.0,60111912960.0,0.0,0.0
1556201096.357,25.971,3.133,70.269,0.031,0.0,0.595,3781966.0,2666447.0,3024886.0,796170.0,0.0,0.0,1713652.0,1927814.0,1526654.0,1721575.0,0.0,0.0,1306912.0,1630807.0,0.0,0.0,1534144.0,1759051.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16593258.0,17621894.0,0.0,13025280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2401.0,0.0,0.0,0.0,0.0,0.0,0.0,13135233024.0,1668702208.0,25044004864.0,60099670016.0,0.0,0.0
1556201097.358,23.991,3.559,71.719,0.064,0.0,0.667,3096945.0,2478098.0,2103770.0,531509.0,0.0,0.0,1710394.0,1635512.0,957467.0,1131689.0,0.0,0.0,1102117.0,1265166.0,0.0,0.0,1608274.0,1507389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13970570.0,14480129.0,0.0,11116544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1824.0,0.0,0.0,0.0,0.0,0.0,0.0,13173624832.0,1668702208.0,25049591808.0,60055691264.0,0.0,0.0
1556201098.358,40.025,4.398,55.137,0.0,0.0,0.440,3432453.0,2689474.0,2430111.0,605363.0,0.0,0.0,1931950.0,1816044.0,1272744.0,1436986.0,0.0,0.0,1455664.0,1471904.0,0.0,0.0,1463331.0,1574933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15740586.0,16427160.0,0.0,11300864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1977.0,0.0,0.0,0.0,0.0,0.0,0.0,13217488896.0,1668702208.0,25054466048.0,60006952960.0,0.0,0.0
1556201099.358,21.236,2.916,75.119,0.063,0.0,0.666,3942382.0,2918263.0,2728375.0,704850.0,0.0,0.0,1854202.0,1891907.0,1597856.0,1714720.0,0.0,0.0,1773287.0,1835187.0,0.0,0.0,1492533.0,1662626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17469812.0,18397627.0,0.0,12779520.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2236.0,0.0,0.0,0.0,3.0,0.0,0.0,13216919552.0,1668702208.0,25059840000.0,60002148352.0,0.0,0.0
1556201100.358,21.145,3.524,74.764,0.094,0.0,0.472,2894479.0,2145337.0,1806842.0,457731.0,0.0,0.0,1480232.0,1416630.0,1174027.0,1244893.0,0.0,0.0,1280095.0,1299002.0,0.0,0.0,1033776.0,1134365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12684438.0,13361410.0,0.0,8097792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1431.0,0.0,0.0,0.0,0.0,0.0,0.0,13245718528.0,1668702208.0,25064587264.0,59968602112.0,0.0,0.0
1556201101.358,37.056,4.247,58.100,0.063,0.0,0.535,3583925.0,2406796.0,3338070.0,837610.0,0.0,0.0,1592134.0,2004605.0,1027745.0,1498070.0,0.0,0.0,1188787.0,1583621.0,0.0,0.0,1647555.0,1911675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15728142.0,16803111.0,0.0,14237696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2531.0,0.0,0.0,0.0,0.0,0.0,0.0,13325590528.0,1668702208.0,25069633536.0,59883683840.0,0.0,0.0
1556201102.358,23.467,2.969,72.957,0.032,0.0,0.575,3316981.0,2571603.0,2564796.0,659899.0,0.0,0.0,1783270.0,1695617.0,1252099.0,1421438.0,0.0,0.0,1549875.0,1638400.0,0.0,0.0,1149354.0,1407305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15141177.0,15821305.0,0.0,13320192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2266.0,0.0,0.0,0.0,0.0,0.0,0.0,13346045952.0,1668702208.0,25075638272.0,59857223680.0,0.0,0.0
1556201103.357,23.594,3.519,72.322,0.031,0.0,0.534,3637645.0,2676758.0,2243958.0,557362.0,0.0,0.0,1953094.0,1848123.0,1377918.0,1472586.0,0.0,0.0,1605560.0,1610181.0,0.0,0.0,1331294.0,1475608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15927918.0,16802581.0,0.0,10588160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1889.0,0.0,0.0,0.0,0.0,0.0,0.0,13347201024.0,1668702208.0,25080774656.0,59850932224.0,0.0,0.0
1556201104.358,31.509,3.239,64.811,0.063,0.0,0.377,4038728.0,2579454.0,2227993.0,681859.0,0.0,0.0,1855143.0,1831924.0,1385946.0,1538822.0,0.0,0.0,1331177.0,1471854.0,0.0,0.0,1439426.0,1674676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15863518.0,17207888.0,0.0,9576448.0,0.0,0.0,0.0,57344.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689.0,0.0,0.0,0.0,3.0,0.0,0.0,13422125056.0,1668702208.0,25086447616.0,59770335232.0,0.0,0.0
1556201105.358,32.678,3.648,63.008,0.222,0.0,0.444,3074077.0,2665764.0,2624326.0,568441.0,0.0,0.0,1583135.0,1633502.0,1385178.0,1476308.0,0.0,0.0,1541809.0,1637719.0,0.0,0.0,1342494.0,1369387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15199637.0,15550068.0,0.0,12939264.0,0.0,0.0,0.0,31133696.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,3744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2234.0,0.0,0.0,0.0,71.0,0.0,0.0,13483216896.0,1668702208.0,25092386816.0,59703304192.0,0.0,0.0
1556201106.358,18.916,3.137,77.503,0.0,0.0,0.444,3423792.0,2533701.0,2908372.0,731501.0,0.0,0.0,1770231.0,1864101.0,1281397.0,1565938.0,0.0,0.0,1254853.0,1515326.0,0.0,0.0,1399119.0,1629867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15578498.0,16392564.0,0.0,13402112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2333.0,0.0,0.0,0.0,0.0,0.0,0.0,13485010944.0,1668702208.0,25097842688.0,59696054272.0,0.0,0.0
1556201107.358,43.638,4.084,51.618,0.063,0.0,0.597,4824598.0,2891232.0,4627627.0,1684078.0,0.0,0.0,1792457.0,2355178.0,1491767.0,2080660.0,0.0,0.0,1635714.0,2211836.0,0.0,0.0,1492023.0,2112689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19807533.0,21569039.0,0.0,20889600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3662.0,0.0,0.0,0.0,0.0,0.0,0.0,13541351424.0,1668702208.0,25105252352.0,59632304128.0,0.0,0.0
1556201108.358,30.858,3.297,65.045,0.032,0.0,0.768,4192274.0,3035047.0,3939299.0,858822.0,0.0,0.0,1862113.0,2134470.0,1413664.0,2005985.0,0.0,0.0,1863551.0,2189215.0,0.0,0.0,1732621.0,2080740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19196445.0,20249716.0,0.0,18800640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3274.0,0.0,0.0,0.0,0.0,0.0,0.0,13546270720.0,1668702208.0,25112911872.0,59619725312.0,0.0,0.0
1556201109.357,38.447,3.381,57.389,0.031,0.0,0.751,4904096.0,3362036.0,5694677.0,1444661.0,0.0,0.0,1914154.0,2645966.0,2130190.0,2666265.0,0.0,0.0,1923941.0,2660894.0,0.0,0.0,1530332.0,2399748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22733410.0,24126894.0,0.0,25964544.0,0.0,0.0,0.0,90112.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4560.0,0.0,0.0,0.0,8.0,0.0,0.0,13590257664.0,1668702208.0,25122017280.0,59566632960.0,0.0,0.0
1556201110.358,35.932,4.309,59.189,0.095,0.0,0.475,4173604.0,2836276.0,4426693.0,1104343.0,0.0,0.0,1566896.0,2151844.0,1487493.0,2064217.0,0.0,0.0,1701883.0,2179120.0,0.0,0.0,1623893.0,2144121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18875572.0,20094511.0,0.0,20467712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3512.0,0.0,0.0,0.0,0.0,0.0,0.0,13621395456.0,1668702208.0,25131020288.0,59526492160.0,0.0,0.0
1556201111.358,37.194,4.200,57.970,0.064,0.0,0.573,4845344.0,3410775.0,5316348.0,1333404.0,0.0,0.0,1734620.0,2413134.0,1901999.0,2535919.0,0.0,0.0,2046378.0,2632133.0,0.0,0.0,1778524.0,2430005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22273336.0,23571103.0,0.0,24727552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4322.0,0.0,0.0,0.0,0.0,0.0,0.0,13633945600.0,1668702208.0,25139871744.0,59505090560.0,0.0,0.0
1556201112.358,15.377,2.224,81.992,0.031,0.0,0.376,2284621.0,1613607.0,1953349.0,483617.0,0.0,0.0,718440.0,967173.0,1218712.0,1282675.0,0.0,0.0,1033561.0,1167815.0,0.0,0.0,710456.0,956361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10165399.0,10780417.0,0.0,8527872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1490.0,0.0,0.0,0.0,0.0,0.0,0.0,13636116480.0,1668702208.0,25144823808.0,59497967616.0,0.0,0.0
1556201113.358,8.602,0.970,90.303,0.0,0.0,0.125,430625.0,308628.0,517151.0,122383.0,0.0,0.0,132276.0,213558.0,171477.0,232674.0,0.0,0.0,134545.0,215416.0,0.0,0.0,247633.0,277638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2055223.0,2166694.0,0.0,3289088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.0,0.0,0.0,0.0,0.0,0.0,0.0,13661007872.0,1668702208.0,25146695680.0,59471204352.0,0.0,0.0
1556201114.358,0.125,0.282,99.593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,168.0,0.0,0.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,13661126656.0,1668702208.0,25146703872.0,59471077376.0,0.0,0.0
1556201115.358,0.094,0.188,99.718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,178.0,112.0,178.0,0.0,0.0,112.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.0,870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13656354816.0,1668702208.0,25146703872.0,59475849216.0,0.0,0.0
1556201116.358,0.094,0.157,99.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,290.0,0.0,217088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,13652267008.0,1668702208.0,25146703872.0,59479937024.0,0.0,0.0
1556201117.358,3.303,0.944,95.659,0.031,0.0,0.063,742701.0,285352.0,984966.0,284737.0,0.0,0.0,292032.0,479699.0,156975.0,336247.0,0.0,0.0,164310.0,401415.0,0.0,0.0,125248.0,345139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2882223.0,3299833.0,0.0,4395008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763.0,0.0,0.0,0.0,0.0,0.0,0.0,13651668992.0,1668702208.0,25147416576.0,59479822336.0,0.0,0.0
1556201118.358,24.186,3.004,72.466,0.0,0.0,0.344,2348273.0,1748063.0,1906807.0,447817.0,0.0,0.0,1003477.0,1134435.0,1071348.0,1203919.0,0.0,0.0,868856.0,1023115.0,0.0,0.0,905778.0,1093867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10513045.0,11066610.0,0.0,9101312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1603.0,0.0,0.0,0.0,0.0,0.0,0.0,13670838272.0,1668702208.0,25151184896.0,59456884736.0,0.0,0.0
1556201119.358,23.889,3.601,72.073,0.094,0.0,0.344,3247779.0,2016306.0,4098206.0,1029684.0,0.0,0.0,1044206.0,1734165.0,1207312.0,1794112.0,0.0,0.0,1183663.0,1803050.0,0.0,0.0,974969.0,1670171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14489697.0,15611206.0,0.0,18722816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3258.0,0.0,0.0,0.0,0.0,0.0,0.0,13696491520.0,1668702208.0,25158115328.0,59424301056.0,0.0,0.0
1556201120.358,22.509,3.184,73.834,0.032,0.0,0.441,2936702.0,1943621.0,2975666.0,731031.0,0.0,0.0,1028082.0,1420341.0,1317274.0,1624298.0,0.0,0.0,1304259.0,1635074.0,0.0,0.0,689732.0,1201409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12915292.0,13825077.0,0.0,14159872.0,0.0,0.0,0.0,9318400.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,408.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,2494.0,0.0,0.0,0.0,22.0,0.0,0.0,13731950592.0,1668702208.0,25163317248.0,59383640064.0,0.0,0.0
1556201121.358,22.107,3.418,74.036,0.094,0.0,0.345,2393730.0,1538592.0,2273548.0,568472.0,0.0,0.0,754555.0,1088749.0,801912.0,1112580.0,0.0,0.0,1060799.0,1325766.0,0.0,0.0,867065.0,1152021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10287025.0,11052956.0,0.0,10780672.0,0.0,0.0,0.0,10186752.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0.0,0.0,16.0,0.0,0.0,13758586880.0,1668702208.0,25167626240.0,59352694784.0,0.0,0.0
1556201122.358,31.574,3.739,64.279,0.031,0.0,0.377,2822733.0,1919311.0,2825301.0,711216.0,0.0,0.0,1011747.0,1389973.0,1340357.0,1580254.0,0.0,0.0,1137645.0,1423641.0,0.0,0.0,770865.0,1235272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12544135.0,13382988.0,0.0,28266496.0,0.0,0.0,0.0,98304.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2871.0,0.0,0.0,0.0,7.0,0.0,0.0,13790945280.0,1668702208.0,25170165760.0,59317796864.0,0.0,0.0
1556201123.358,29.473,4.080,65.788,0.251,0.0,0.408,2679424.0,1654063.0,2745696.0,697542.0,0.0,0.0,1151069.0,1482257.0,788626.0,1216155.0,0.0,0.0,895379.0,1281746.0,0.0,0.0,1007553.0,1393996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11577484.0,12519019.0,0.0,261693440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5794.0,0.0,0.0,0.0,0.0,0.0,0.0,13817487360.0,1668702208.0,25421766656.0,59039653888.0,0.0,0.0
