/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"netSpeed.veth089fd56 = 10000"
"netBandwidth.veth089fd56 = 12500000"
"netFullDuplex.veth089fd56 = full"
"netSpeed.veth4cdc7c7 = 10000"
"netBandwidth.veth4cdc7c7 = 12500000"
"netFullDuplex.veth4cdc7c7 = full"
"netSpeed.veth5ac9023 = 10000"
"netBandwidth.veth5ac9023 = 12500000"
"netFullDuplex.veth5ac9023 = full"
"netSpeed.veth80425ff = 10000"
"netBandwidth.veth80425ff = 12500000"
"netFullDuplex.veth80425ff = full"
"netSpeed.veth8518d0d = 10000"
"netBandwidth.veth8518d0d = 12500000"
"netFullDuplex.veth8518d0d = full"
"netSpeed.veth976ff36 = 10000"
"netBandwidth.veth976ff36 = 12500000"
"netFullDuplex.veth976ff36 = full"
"netSpeed.vethb13f83f = 10000"
"netBandwidth.vethb13f83f = 12500000"
"netFullDuplex.vethb13f83f = full"
"netSpeed.vethb65a4e5 = 10000"
"netBandwidth.vethb65a4e5 = 12500000"
"netFullDuplex.vethb65a4e5 = full"
"netSpeed.vethbf54e26 = 10000"
"netBandwidth.vethbf54e26 = 12500000"
"netFullDuplex.vethbf54e26 = full"
"netSpeed.vethdd763d2 = 10000"
"netBandwidth.vethdd763d2 = 12500000"
"netFullDuplex.vethdd763d2 = full"
"netSpeed.vethe8a6377 = 10000"
"netBandwidth.vethe8a6377 = 12500000"
"netFullDuplex.vethe8a6377 = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5217 CPU @ 3.00GHz"
"cpu_cores = 32"
"cpu_sockets = 2"
"cpu_cores_per_socket = 8"
"cpu_threads_per_core = 2"
"memory_size = 97605088"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     ), sda(INTEL SSDSCKJB48)"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,veth089fd56,veth4cdc7c7,veth5ac9023,veth80425ff,veth8518d0d,veth976ff36,vethb13f83f,vethb65a4e5,vethbf54e26,vethdd763d2,vethe8a6377,total -dD nvme0n1,nvme1n1,sda,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","25 Apr 2019 07:21:25 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/veth089fd56",,"net/veth4cdc7c7",,"net/veth5ac9023",,"net/veth80425ff",,"net/veth8518d0d",,"net/veth976ff36",,"net/vethb13f83f",,"net/vethb65a4e5",,"net/vethbf54e26",,"net/vethdd763d2",,"net/vethe8a6377",,"net/total",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/sda",,"dsk/loop0",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/sda",,"tim/loop0",,"qu/nvme0n1","qu/nvme1n1","qu/sda","qu/loop0","io/nvme0n1",,"io/nvme1n1",,"io/sda",,"io/loop0",,"memory usage",,,,"paging",
1556202966.852,7.939,2.259,89.583,0.031,0.0,0.188,1217728.0,791669.0,307264.0,628573.0,481358.0,709980.0,0.0,0.0,403950.0,677110.0,0.0,0.0,0.0,0.0,498610.0,772626.0,0.0,0.0,1734597.0,433483.0,0.0,0.0,0.0,0.0,5708717.0,6103540.0,0.0,8708096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1562.0,0.0,0.0,0.0,0.0,0.0,0.0,22370668544.0,1668706304.0,27338596352.0,48569638912.0,0.0,0.0
1556202967.852,0.063,0.125,99.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,22371504128.0,1668706304.0,27339952128.0,48567447552.0,0.0,0.0
1556202968.852,0.156,0.188,99.656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22371504128.0,1668706304.0,27339952128.0,48567447552.0,0.0,0.0
1556202969.852,0.188,0.219,99.562,0.031,0.0,0.0,0.0,0.0,112.0,178.0,112.0,178.0,0.0,0.0,112.0,178.0,0.0,0.0,0.0,0.0,112.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1160.0,1160.0,0.0,0.0,0.0,0.0,0.0,6803456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,22370902016.0,1668706304.0,27339952128.0,48568049664.0,0.0,0.0
1556202970.852,0.094,0.219,99.687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22369857536.0,1668706304.0,27339952128.0,48569094144.0,0.0,0.0
1556202971.852,0.063,0.188,99.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22369222656.0,1668706304.0,27339952128.0,48569729024.0,0.0,0.0
1556202972.852,0.063,0.281,99.625,0.0,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,22368333824.0,1668706304.0,27339952128.0,48570617856.0,0.0,0.0
1556202973.852,12.326,2.845,84.513,0.032,0.0,0.284,2314916.0,1376950.0,659045.0,1051594.0,857481.0,1192241.0,0.0,0.0,873312.0,1163808.0,0.0,0.0,0.0,0.0,793334.0,1157965.0,0.0,0.0,2370647.0,629220.0,0.0,0.0,0.0,0.0,9772657.0,10634471.0,0.0,11288576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1993.0,0.0,0.0,0.0,0.0,0.0,0.0,22384746496.0,1668706304.0,27341000704.0,48553156608.0,0.0,0.0
1556202974.851,5.346,1.352,93.176,0.0,0.0,0.126,779023.0,573249.0,475279.0,538171.0,80769.0,173717.0,0.0,0.0,659233.0,630972.0,0.0,0.0,0.0,0.0,38444.0,152919.0,0.0,0.0,609473.0,118400.0,0.0,0.0,0.0,0.0,3440792.0,3645914.0,0.0,2887680.0,0.0,0.0,0.0,73728.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,0.0,0.0,0.0,7.0,0.0,0.0,22385688576.0,1668706304.0,27344535552.0,48548679680.0,0.0,0.0
1556202975.852,7.910,1.758,90.082,0.0,0.0,0.251,1255867.0,830341.0,295232.0,380408.0,578937.0,622337.0,0.0,0.0,500341.0,522679.0,0.0,0.0,0.0,0.0,492589.0,576397.0,0.0,0.0,729303.0,199807.0,0.0,0.0,0.0,0.0,5005623.0,5402525.0,0.0,3739648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,0.0,0.0,0.0,0.0,0.0,0.0,22385852416.0,1668706304.0,27345408000.0,48547643392.0,0.0,0.0
1556202976.852,26.638,5.022,68.185,0.062,0.0,0.094,1633296.0,1093224.0,626877.0,778190.0,587056.0,781282.0,0.0,0.0,899104.0,931283.0,0.0,0.0,0.0,0.0,364683.0,646136.0,0.0,0.0,1424241.0,337671.0,0.0,0.0,0.0,0.0,7054143.0,7554529.0,0.0,7057408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1269.0,0.0,0.0,0.0,0.0,0.0,0.0,22417113088.0,1668706304.0,27348324352.0,48513466368.0,0.0,0.0
1556202977.852,11.868,1.874,86.009,0.0,0.0,0.250,1400067.0,863238.0,300774.0,510643.0,605315.0,711428.0,0.0,0.0,595357.0,726143.0,0.0,0.0,0.0,0.0,529975.0,673064.0,0.0,0.0,1172546.0,293652.0,0.0,0.0,0.0,0.0,5819981.0,6316891.0,0.0,5681152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,22415646720.0,1668706304.0,27350147072.0,48513110016.0,0.0,0.0
1556202978.852,10.054,2.371,87.259,0.032,0.0,0.285,1651657.0,1151216.0,629806.0,753833.0,488953.0,614881.0,0.0,0.0,960427.0,886422.0,0.0,0.0,0.0,0.0,574089.0,675391.0,0.0,0.0,1119944.0,313527.0,0.0,0.0,0.0,0.0,7054978.0,7519793.0,0.0,5332992.0,0.0,0.0,0.0,3604480.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,941.0,0.0,0.0,0.0,9.0,0.0,0.0,22417870848.0,1668706304.0,27352276992.0,48508755968.0,0.0,0.0
1556202979.852,5.542,1.628,92.768,0.031,0.0,0.031,794339.0,591383.0,257453.0,362040.0,303498.0,416672.0,0.0,0.0,530314.0,543233.0,0.0,0.0,0.0,0.0,190747.0,347625.0,0.0,0.0,842556.0,181621.0,0.0,0.0,0.0,0.0,3726285.0,3912210.0,0.0,4206592.0,0.0,0.0,0.0,73728.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756.0,0.0,0.0,0.0,7.0,0.0,0.0,22417281024.0,1668706304.0,27354378240.0,48507244544.0,0.0,0.0
1556202980.852,4.405,0.818,94.619,0.0,0.0,0.157,757581.0,427995.0,12859.0,199586.0,518402.0,565660.0,0.0,0.0,178904.0,295105.0,0.0,0.0,0.0,0.0,305976.0,404192.0,0.0,0.0,728637.0,197269.0,0.0,0.0,0.0,0.0,3111794.0,3419264.0,0.0,3584000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,22419202048.0,1668706304.0,27355734016.0,48503967744.0,0.0,0.0
1556202981.852,18.463,3.592,77.505,0.063,0.0,0.378,2099406.0,1386666.0,743408.0,1158228.0,508163.0,939737.0,0.0,0.0,1176824.0,1397326.0,0.0,0.0,0.0,0.0,594243.0,1032056.0,0.0,0.0,2572754.0,633018.0,0.0,0.0,0.0,0.0,9578381.0,10239635.0,0.0,12296192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2176.0,0.0,0.0,0.0,0.0,0.0,0.0,22423638016.0,1668706304.0,27358896128.0,48496369664.0,0.0,0.0
1556202982.852,29.256,3.216,67.371,0.032,0.0,0.126,1316069.0,898065.0,455580.0,593127.0,479205.0,589301.0,0.0,0.0,763200.0,769637.0,0.0,0.0,0.0,0.0,343436.0,508327.0,0.0,0.0,1049141.0,255056.0,0.0,0.0,0.0,0.0,5661530.0,6048930.0,0.0,5480448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,22471430144.0,1668706304.0,27361755136.0,48445718528.0,0.0,0.0
1556202983.852,5.666,1.511,92.635,0.031,0.0,0.157,1032982.0,630632.0,208032.0,412333.0,306654.0,493947.0,0.0,0.0,456789.0,555996.0,0.0,0.0,0.0,0.0,443726.0,583790.0,0.0,0.0,1057068.0,279535.0,0.0,0.0,0.0,0.0,4377406.0,4751558.0,0.0,5062656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,897.0,0.0,0.0,0.0,0.0,0.0,0.0,22483845120.0,1668706304.0,27363848192.0,48431210496.0,0.0,0.0
1556202984.852,31.256,4.501,64.023,0.031,0.0,0.189,1799466.0,1173456.0,470528.0,816015.0,746918.0,983277.0,0.0,0.0,778424.0,972391.0,0.0,0.0,0.0,0.0,625794.0,918384.0,0.0,0.0,1953222.0,488781.0,0.0,0.0,0.0,0.0,7988669.0,8563491.0,0.0,9125888.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1595.0,0.0,0.0,0.0,3.0,0.0,0.0,22609973248.0,1668706304.0,27367407616.0,48301522944.0,0.0,0.0
1556202985.852,34.370,6.849,58.561,0.094,0.0,0.126,1246333.0,808694.0,437638.0,598199.0,475024.0,625130.0,0.0,0.0,608685.0,682666.0,0.0,0.0,0.0,0.0,297747.0,513753.0,0.0,0.0,1188929.0,313782.0,0.0,0.0,0.0,0.0,5365625.0,5775074.0,0.0,57098240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1859.0,0.0,0.0,0.0,0.0,0.0,0.0,22684356608.0,1668706304.0,27403243520.0,48191303680.0,0.0,0.0
1556202986.852,17.438,3.219,78.844,0.250,0.0,0.250,1523455.0,985011.0,425633.0,725017.0,565429.0,802098.0,0.0,0.0,612354.0,829091.0,0.0,0.0,0.0,0.0,612463.0,823343.0,0.0,0.0,1678903.0,390250.0,0.0,0.0,0.0,0.0,6778404.0,7274116.0,0.0,269496320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4924.0,0.0,0.0,0.0,0.0,0.0,0.0,22690201600.0,1668706304.0,27663044608.0,47925657600.0,0.0,0.0
1556202987.852,16.240,2.907,80.379,0.158,0.0,0.316,1747906.0,1174196.0,758956.0,851376.0,453420.0,636559.0,0.0,0.0,1107820.0,1093096.0,0.0,0.0,0.0,0.0,445902.0,632524.0,0.0,0.0,1313691.0,335942.0,0.0,0.0,0.0,0.0,7500163.0,8032133.0,0.0,202244096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4536.0,0.0,0.0,0.0,0.0,0.0,0.0,22694273024.0,1668706304.0,27373723648.0,48210907136.0,0.0,0.0
1556202988.851,26.964,6.285,66.468,0.063,0.0,0.220,1390029.0,837085.0,406820.0,689880.0,480006.0,724905.0,0.0,0.0,637554.0,897135.0,0.0,0.0,0.0,0.0,309062.0,627948.0,0.0,0.0,1672525.0,411091.0,0.0,0.0,0.0,0.0,6027713.0,6545779.0,0.0,8671232.0,0.0,0.0,0.0,6930432.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1573.0,0.0,0.0,0.0,14.0,0.0,0.0,22705152000.0,1668706304.0,27374764032.0,48198987776.0,0.0,0.0
1556202989.852,10.202,2.337,87.145,0.063,0.0,0.253,1630968.0,1177319.0,572418.0,730268.0,568166.0,744749.0,0.0,0.0,988423.0,926865.0,0.0,0.0,0.0,0.0,518365.0,722514.0,0.0,0.0,1369999.0,339649.0,0.0,0.0,0.0,0.0,7294738.0,7708925.0,0.0,6594560.0,0.0,0.0,0.0,69632.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1168.0,0.0,0.0,0.0,7.0,0.0,0.0,22701047808.0,1668706304.0,27378274304.0,48199581696.0,0.0,0.0
1556202990.851,9.097,2.509,88.049,0.031,0.0,0.314,1464029.0,904859.0,388594.0,674850.0,769006.0,918004.0,0.0,0.0,466219.0,686479.0,0.0,0.0,0.0,0.0,509047.0,768199.0,0.0,0.0,1641554.0,425757.0,0.0,0.0,0.0,0.0,6519720.0,7040452.0,0.0,7278592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1294.0,0.0,0.0,0.0,0.0,0.0,0.0,22712729600.0,1668706304.0,27379720192.0,48186454016.0,0.0,0.0
1556202991.852,9.768,1.979,88.065,0.063,0.0,0.126,1394033.0,1007261.0,544283.0,713300.0,430014.0,621192.0,0.0,0.0,868041.0,859175.0,0.0,0.0,0.0,0.0,335333.0,566743.0,0.0,0.0,1329188.0,322401.0,0.0,0.0,0.0,0.0,6267421.0,6627851.0,0.0,7016448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1245.0,0.0,0.0,0.0,0.0,0.0,0.0,22713274368.0,1668706304.0,27382976512.0,48182652928.0,0.0,0.0
1556202992.852,8.485,1.728,89.629,0.0,0.0,0.157,1389059.0,944504.0,361205.0,528278.0,613951.0,688359.0,0.0,0.0,599746.0,663804.0,0.0,0.0,0.0,0.0,583053.0,681692.0,0.0,0.0,1119563.0,311411.0,0.0,0.0,0.0,0.0,5982515.0,6396614.0,0.0,5275648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.0,0.0,0.0,0.0,0.0,0.0,0.0,22714150912.0,1668706304.0,27385081856.0,48179671040.0,0.0,0.0
1556202993.852,6.765,1.723,91.293,0.063,0.0,0.157,1194170.0,708288.0,317260.0,484429.0,584912.0,632429.0,0.0,0.0,279533.0,493171.0,0.0,0.0,0.0,0.0,490067.0,576205.0,0.0,0.0,916149.0,201330.0,0.0,0.0,0.0,0.0,4774113.0,5193192.0,0.0,4915200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,927.0,0.0,0.0,0.0,0.0,0.0,0.0,22713204736.0,1668706304.0,27387633664.0,48178065408.0,0.0,0.0
1556202994.852,9.781,2.096,87.869,0.0,0.0,0.254,1746986.0,1280969.0,888431.0,1024979.0,298125.0,615424.0,0.0,0.0,1452985.0,1305672.0,0.0,0.0,0.0,0.0,204280.0,562712.0,0.0,0.0,1728881.0,453480.0,0.0,0.0,0.0,0.0,8091174.0,8554638.0,0.0,8118272.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1405.0,0.0,0.0,0.0,3.0,0.0,0.0,22713831424.0,1668706304.0,27390091264.0,48174981120.0,0.0,0.0
1556202995.852,4.804,1.099,93.972,0.0,0.0,0.126,734904.0,461368.0,141979.0,328585.0,292039.0,406989.0,0.0,0.0,391581.0,473580.0,0.0,0.0,0.0,0.0,211451.0,360919.0,0.0,0.0,842894.0,180835.0,0.0,0.0,0.0,0.0,3252306.0,3504474.0,0.0,4243456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,767.0,0.0,0.0,0.0,0.0,0.0,0.0,22714245120.0,1668706304.0,27393167360.0,48171491328.0,0.0,0.0
1556202996.852,9.770,2.080,87.835,0.032,0.0,0.284,1938638.0,1218030.0,536345.0,802518.0,907599.0,1071565.0,0.0,0.0,612015.0,826661.0,0.0,0.0,0.0,0.0,791972.0,1049818.0,0.0,0.0,1756044.0,427150.0,0.0,0.0,0.0,0.0,8260340.0,8923896.0,0.0,8216576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444.0,0.0,0.0,0.0,0.0,0.0,0.0,22715383808.0,1668706304.0,27393810432.0,48169709568.0,0.0,0.0
1556202997.851,12.634,2.520,84.373,0.063,0.0,0.410,2627810.0,1459582.0,748930.0,1267890.0,836272.0,1429607.0,0.0,0.0,974522.0,1411444.0,0.0,0.0,0.0,0.0,837605.0,1342350.0,0.0,0.0,3035662.0,743208.0,0.0,0.0,0.0,0.0,11078619.0,12164716.0,0.0,13246464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2339.0,0.0,0.0,0.0,0.0,0.0,0.0,22777102336.0,1668706304.0,27398549504.0,48103251968.0,0.0,0.0
1556202998.852,36.693,4.642,58.347,0.032,0.0,0.286,2726302.0,2151760.0,713086.0,1201812.0,1269014.0,1405728.0,0.0,0.0,1563099.0,1659049.0,0.0,0.0,0.0,0.0,1008091.0,1305754.0,0.0,0.0,2805029.0,707101.0,0.0,0.0,0.0,0.0,12997166.0,13512857.0,0.0,13889536.0,0.0,0.0,0.0,7897088.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2401.0,0.0,0.0,0.0,15.0,0.0,0.0,22838083584.0,1668706304.0,27403390976.0,48037429248.0,0.0,0.0
1556202999.852,9.539,2.401,87.713,0.032,0.0,0.316,1867456.0,1284292.0,638474.0,923986.0,826755.0,986321.0,0.0,0.0,840555.0,983349.0,0.0,0.0,0.0,0.0,603332.0,848410.0,0.0,0.0,1813102.0,430239.0,0.0,0.0,0.0,0.0,8373898.0,8914248.0,0.0,8790016.0,0.0,0.0,0.0,69632.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1576.0,0.0,0.0,0.0,7.0,0.0,0.0,22957350912.0,1668706304.0,27407601664.0,47913951232.0,0.0,0.0
1556203000.852,54.072,6.881,38.668,0.063,0.0,0.316,2723928.0,1874522.0,901615.0,1319543.0,1140174.0,1525591.0,0.0,0.0,1249956.0,1574650.0,0.0,0.0,0.0,0.0,888613.0,1363424.0,0.0,0.0,3149721.0,771449.0,0.0,0.0,0.0,0.0,12628780.0,13401968.0,0.0,15343616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2720.0,0.0,0.0,0.0,0.0,0.0,0.0,23123906560.0,1668706304.0,27412021248.0,47742976000.0,0.0,0.0
1556203001.851,11.916,2.289,85.419,0.031,0.0,0.345,1949412.0,1374295.0,580470.0,916796.0,821849.0,1043963.0,0.0,0.0,1023994.0,1176240.0,0.0,0.0,0.0,0.0,633936.0,949782.0,0.0,0.0,2138731.0,513738.0,0.0,0.0,0.0,0.0,9043170.0,9573973.0,0.0,10141696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1784.0,0.0,0.0,0.0,0.0,0.0,0.0,23125499904.0,1668706304.0,27416342528.0,47737061376.0,0.0,0.0
1556203002.852,35.383,4.037,60.296,0.063,0.0,0.221,1665884.0,1230971.0,707654.0,782541.0,616993.0,708641.0,0.0,0.0,886216.0,875620.0,0.0,0.0,0.0,0.0,606336.0,708097.0,0.0,0.0,1250482.0,313217.0,0.0,0.0,0.0,0.0,7444211.0,7842264.0,0.0,5861376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.0,0.0,0.0,0.0,0.0,0.0,0.0,23179272192.0,1668706304.0,27420938240.0,47678693376.0,0.0,0.0
1556203003.852,10.089,1.866,87.761,0.0,0.0,0.285,1667658.0,1143682.0,576929.0,776798.0,559844.0,769642.0,0.0,0.0,884769.0,952542.0,0.0,0.0,0.0,0.0,602760.0,782490.0,0.0,0.0,1610986.0,433981.0,0.0,0.0,0.0,0.0,7491677.0,7976805.0,0.0,7786496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1385.0,0.0,0.0,0.0,0.0,0.0,0.0,23176830976.0,1668706304.0,27423404032.0,47678668800.0,0.0,0.0
1556203004.852,6.356,1.636,91.850,0.031,0.0,0.126,1055875.0,813506.0,531866.0,544471.0,483952.0,499422.0,0.0,0.0,660109.0,617565.0,0.0,0.0,0.0,0.0,150098.0,305588.0,0.0,0.0,774874.0,176155.0,0.0,0.0,0.0,0.0,4782526.0,5008527.0,0.0,3768320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.0,0.0,0.0,0.0,0.0,0.0,0.0,23178240000.0,1668706304.0,27425927168.0,47674736640.0,0.0,0.0
1556203005.852,6.476,1.415,91.984,0.0,0.0,0.126,1014707.0,674251.0,185217.0,336262.0,621003.0,642846.0,0.0,0.0,276453.0,386776.0,0.0,0.0,0.0,0.0,464607.0,555750.0,0.0,0.0,838373.0,201652.0,0.0,0.0,0.0,0.0,4345881.0,4662081.0,0.0,4575232.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855.0,0.0,0.0,0.0,3.0,0.0,0.0,23179354112.0,1668706304.0,27427954688.0,47671595008.0,0.0,0.0
