/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"netSpeed.veth13de826 = 10000"
"netBandwidth.veth13de826 = 12500000"
"netFullDuplex.veth13de826 = full"
"netSpeed.veth38325a0 = 10000"
"netBandwidth.veth38325a0 = 12500000"
"netFullDuplex.veth38325a0 = full"
"netSpeed.veth42cc391 = 10000"
"netBandwidth.veth42cc391 = 12500000"
"netFullDuplex.veth42cc391 = full"
"netSpeed.veth612f114 = 10000"
"netBandwidth.veth612f114 = 12500000"
"netFullDuplex.veth612f114 = full"
"netSpeed.veth644385e = 10000"
"netBandwidth.veth644385e = 12500000"
"netFullDuplex.veth644385e = full"
"netSpeed.vethae0ebe9 = 10000"
"netBandwidth.vethae0ebe9 = 12500000"
"netFullDuplex.vethae0ebe9 = full"
"netSpeed.vethced9ff4 = 10000"
"netBandwidth.vethced9ff4 = 12500000"
"netFullDuplex.vethced9ff4 = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5217 CPU @ 3.00GHz"
"cpu_cores = 32"
"cpu_sockets = 2"
"cpu_cores_per_socket = 8"
"cpu_threads_per_core = 2"
"memory_size = 97605088"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     ), sda(INTEL SSDSCKJB48)"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,veth13de826,veth38325a0,veth42cc391,veth612f114,veth644385e,vethae0ebe9,vethced9ff4,total -dD nvme0n1,nvme1n1,sda,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","25 Apr 2019 03:01:50 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/veth13de826",,"net/veth38325a0",,"net/veth42cc391",,"net/veth612f114",,"net/veth644385e",,"net/vethae0ebe9",,"net/vethced9ff4",,"net/total",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/sda",,"dsk/loop0",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/sda",,"tim/loop0",,"qu/nvme0n1","qu/nvme1n1","qu/sda","qu/loop0","io/nvme0n1",,"io/nvme1n1",,"io/sda",,"io/loop0",,"memory usage",,,,"paging",
1556186930.270,28.898,5.557,63.681,0.131,0.0,1.733,3824655.0,2062747.0,8293253.0,2360383.0,0.0,0.0,941835.0,2698942.0,1073682.0,2710916.0,1150975.0,2706281.0,0.0,0.0,1032531.0,2711766.0,19593430.0,21403902.0,0.0,37388288.0,0.0,0.0,0.0,77824.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6458.0,0.0,0.0,0.0,8.0,0.0,0.0,7707832320.0,1667280896.0,15249903616.0,75322593280.0,0.0,0.0
1556186931.270,29.058,5.914,63.356,0.064,0.0,1.607,3817963.0,2055566.0,8453891.0,2357275.0,0.0,0.0,939431.0,2739482.0,1061712.0,2740375.0,1150824.0,2746983.0,0.0,0.0,1023783.0,2741348.0,19703737.0,21497715.0,0.0,36913152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6391.0,0.0,0.0,0.0,0.0,0.0,0.0,7709310976.0,1667280896.0,15261704192.0,75309314048.0,0.0,0.0
1556186932.269,28.969,5.698,63.700,0.128,0.0,1.504,3826655.0,2057006.0,8454804.0,2368626.0,0.0,0.0,935703.0,2732120.0,1070870.0,2746973.0,1151488.0,2746547.0,0.0,0.0,1026908.0,2745356.0,19730120.0,21533526.0,0.0,37122048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6424.0,0.0,0.0,0.0,0.0,0.0,0.0,7709097984.0,1667280896.0,15273754624.0,75297476608.0,0.0,0.0
1556186933.269,28.997,6.472,62.654,0.129,0.0,1.748,3828781.0,2057984.0,8455714.0,2375262.0,0.0,0.0,946342.0,2744169.0,1070249.0,2748536.0,1151377.0,2746865.0,0.0,0.0,1029715.0,2747716.0,19758522.0,21576889.0,0.0,36724736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6292.0,0.0,0.0,0.0,0.0,0.0,0.0,7707742208.0,1667280896.0,15285772288.0,75286814720.0,0.0,0.0
1556186934.270,28.434,6.143,63.300,0.064,0.0,2.059,3818291.0,2050058.0,8454012.0,2357783.0,0.0,0.0,934437.0,2735010.0,1068088.0,2750189.0,1146267.0,2743159.0,0.0,0.0,1028330.0,2749629.0,19710815.0,21510371.0,0.0,36913152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6405.0,0.0,0.0,0.0,0.0,0.0,0.0,7709237248.0,1667280896.0,15297429504.0,75273662464.0,0.0,0.0
1556186935.269,33.132,6.480,58.386,0.445,0.0,1.557,3810861.0,2054126.0,8457673.0,2354366.0,0.0,0.0,943038.0,2741153.0,1074152.0,2749849.0,1144038.0,2748515.0,0.0,0.0,1034718.0,2749758.0,19735592.0,21537989.0,0.0,226881536.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9968.0,0.0,0.0,0.0,3.0,0.0,0.0,7713427456.0,1667280896.0,15433715712.0,75133186048.0,0.0,0.0
1556186936.269,28.872,6.405,63.034,0.127,0.0,1.562,3852903.0,2068898.0,8623465.0,2391234.0,0.0,0.0,939581.0,2777155.0,1073129.0,2793148.0,1159551.0,2786844.0,0.0,0.0,1029032.0,2790055.0,19956340.0,21781112.0,0.0,48586752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6902.0,0.0,0.0,0.0,0.0,0.0,0.0,7714922496.0,1667280896.0,15320281088.0,75245125632.0,0.0,0.0
1556186937.270,28.426,6.631,62.754,0.095,0.0,2.094,3809298.0,2051107.0,8293355.0,2349318.0,0.0,0.0,928885.0,2692143.0,1076694.0,2716459.0,1142235.0,2702315.0,0.0,0.0,1032894.0,2712322.0,19553656.0,21346530.0,0.0,36556800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6193.0,0.0,0.0,0.0,0.0,0.0,0.0,7714091008.0,1667280896.0,15331504128.0,75234734080.0,0.0,0.0
1556186938.270,28.844,6.399,62.687,0.191,0.0,1.878,3837755.0,2067099.0,8460285.0,2379784.0,0.0,0.0,946810.0,2741220.0,1066299.0,2744215.0,1158292.0,2749046.0,0.0,0.0,1027120.0,2747998.0,19770379.0,21589560.0,0.0,36651008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6366.0,0.0,0.0,0.0,0.0,0.0,0.0,7714643968.0,1667280896.0,15344099328.0,75221585920.0,0.0,0.0
1556186939.270,29.216,6.560,62.368,0.064,0.0,1.792,3808358.0,2050512.0,8455621.0,2354467.0,0.0,0.0,941420.0,2739401.0,1061718.0,2741896.0,1152374.0,2748209.0,0.0,0.0,1021338.0,2740754.0,19699201.0,21485761.0,0.0,36474880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6211.0,0.0,0.0,0.0,0.0,0.0,0.0,7714947072.0,1667280896.0,15355342848.0,75210039296.0,0.0,0.0
1556186940.270,29.733,6.075,62.552,0.064,0.0,1.575,3839892.0,2068539.0,8460648.0,2378434.0,0.0,0.0,942823.0,2742479.0,1077055.0,2753405.0,1156602.0,2783226.0,0.0,0.0,1037897.0,2753414.0,19803783.0,21658273.0,0.0,36868096.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6464.0,0.0,0.0,0.0,3.0,0.0,0.0,7714840576.0,1667280896.0,15369080832.0,75196407808.0,0.0,0.0
1556186941.270,28.433,5.622,64.103,0.129,0.0,1.712,3838943.0,2060716.0,8622357.0,2377899.0,0.0,0.0,939679.0,2780477.0,1074223.0,2793959.0,1150184.0,2754406.0,0.0,0.0,1035493.0,2794265.0,19940246.0,21725432.0,0.0,36753408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6311.0,0.0,0.0,0.0,0.0,0.0,0.0,7713169408.0,1667280896.0,15380975616.0,75186184192.0,0.0,0.0
1556186942.270,28.118,6.348,63.354,0.128,0.0,2.052,3818567.0,2056040.0,8291164.0,2359203.0,0.0,0.0,937409.0,2737170.0,1072941.0,2725258.0,1152005.0,2747835.0,0.0,0.0,1030227.0,2707716.0,19569834.0,21471529.0,0.0,37015552.0,0.0,0.0,0.0,15634432.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,916.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6379.0,0.0,0.0,0.0,38.0,0.0,0.0,7713927168.0,1667280896.0,15392763904.0,75173638144.0,0.0,0.0
1556186943.269,29.568,5.760,62.688,0.128,0.0,1.856,3820495.0,2052306.0,8617364.0,2367268.0,0.0,0.0,937950.0,2737921.0,1067264.0,2770202.0,1147349.0,2743549.0,0.0,0.0,1022842.0,2783154.0,19871639.0,21577842.0,0.0,36425728.0,0.0,0.0,0.0,3497984.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6272.0,0.0,0.0,0.0,0.0,0.0,0.0,7714201600.0,1667280896.0,15403712512.0,75162415104.0,0.0,0.0
1556186944.270,28.252,5.793,64.175,0.065,0.0,1.715,3833719.0,2062857.0,8296412.0,2367470.0,0.0,0.0,938944.0,2698247.0,1067529.0,2705730.0,1144727.0,2698728.0,0.0,0.0,1028114.0,2707506.0,19567982.0,21375442.0,0.0,36474880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6258.0,0.0,0.0,0.0,0.0,0.0,0.0,7713603584.0,1667280896.0,15416893440.0,75149832192.0,0.0,0.0
1556186945.270,28.892,5.894,63.645,0.128,0.0,1.441,3815285.0,2058407.0,8459192.0,2359636.0,0.0,0.0,935323.0,2735606.0,1069552.0,2748844.0,1151316.0,2748152.0,0.0,0.0,1026018.0,2746616.0,19725015.0,21531233.0,0.0,36790272.0,0.0,0.0,0.0,77824.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6334.0,0.0,0.0,0.0,8.0,0.0,0.0,7714050048.0,1667280896.0,15427825664.0,75138453504.0,0.0,0.0
1556186946.269,29.132,6.796,62.285,0.096,0.0,1.691,3833028.0,2061326.0,8460279.0,2373919.0,0.0,0.0,939742.0,2740404.0,1068595.0,2744832.0,1149039.0,2745395.0,0.0,0.0,1025986.0,2742611.0,19740892.0,21546268.0,0.0,36753408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6353.0,0.0,0.0,0.0,0.0,0.0,0.0,7713640448.0,1667280896.0,15440609280.0,75126079488.0,0.0,0.0
1556186947.269,28.070,6.445,63.294,0.129,0.0,2.063,3823909.0,2063854.0,8457783.0,2363432.0,0.0,0.0,943163.0,2740784.0,1073772.0,2751239.0,1155092.0,2748619.0,0.0,0.0,1030092.0,2747155.0,19760900.0,21566305.0,0.0,36917248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6356.0,0.0,0.0,0.0,0.0,0.0,0.0,7715000320.0,1667280896.0,15452090368.0,75113238528.0,0.0,0.0
1556186948.269,28.114,5.629,64.380,0.129,0.0,1.747,3827580.0,2057457.0,8459360.0,2368685.0,0.0,0.0,938250.0,2736182.0,1064213.0,2744419.0,1147561.0,2742697.0,0.0,0.0,1021502.0,2742117.0,19706901.0,21517528.0,0.0,36712448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6253.0,0.0,0.0,0.0,0.0,0.0,0.0,7713742848.0,1667280896.0,15465717760.0,75100868608.0,0.0,0.0
1556186949.269,29.278,5.522,63.499,0.096,0.0,1.605,3833309.0,2059435.0,8460141.0,2377333.0,0.0,0.0,939091.0,2741953.0,1073828.0,2751009.0,1149238.0,2785008.0,0.0,0.0,1028748.0,2748254.0,19762742.0,21615687.0,0.0,36429824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6338.0,0.0,0.0,0.0,0.0,0.0,0.0,7715160064.0,1667280896.0,15476817920.0,75088351232.0,0.0,0.0
1556186950.270,29.387,5.807,62.668,0.064,0.0,2.074,3824787.0,2059508.0,8457612.0,2353581.0,0.0,0.0,942369.0,2740684.0,1071518.0,2751253.0,1149105.0,2707524.0,0.0,0.0,1031314.0,2749858.0,19752812.0,21497230.0,0.0,36745216.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6263.0,0.0,0.0,0.0,3.0,0.0,0.0,7714836480.0,1667280896.0,15488348160.0,75077144576.0,0.0,0.0
1556186951.270,29.374,6.418,62.612,0.160,0.0,1.437,3831550.0,2062564.0,8459214.0,2379333.0,0.0,0.0,935007.0,2733616.0,1067038.0,2743835.0,1149117.0,2745117.0,0.0,0.0,1026492.0,2742457.0,19723519.0,21544312.0,0.0,36630528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6331.0,0.0,0.0,0.0,0.0,0.0,0.0,7717089280.0,1667280896.0,15500750848.0,75062489088.0,0.0,0.0
1556186952.270,28.185,5.727,64.254,0.064,0.0,1.770,3816472.0,2057805.0,8455754.0,2359847.0,0.0,0.0,940562.0,2737447.0,1067267.0,2746125.0,1149930.0,2746179.0,0.0,0.0,1026702.0,2745902.0,19719869.0,21527538.0,0.0,36823040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6362.0,0.0,0.0,0.0,0.0,0.0,0.0,7715385344.0,1667280896.0,15514574848.0,75050369024.0,0.0,0.0
1556186953.269,29.236,6.130,62.685,0.189,0.0,1.760,3832342.0,2056023.0,8456928.0,2372084.0,0.0,0.0,934269.0,2735267.0,1071398.0,2749316.0,1143842.0,2739602.0,0.0,0.0,1028875.0,2744901.0,19723330.0,21525081.0,0.0,37220352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6445.0,0.0,0.0,0.0,0.0,0.0,0.0,7716397056.0,1667280896.0,15526240256.0,75037691904.0,0.0,0.0
1556186954.270,29.161,5.813,62.897,0.064,0.0,2.065,3824809.0,2057588.0,8455489.0,2363283.0,0.0,0.0,937133.0,2736097.0,1066480.0,2741990.0,1151662.0,2745897.0,0.0,0.0,1023116.0,2739893.0,19709213.0,21513077.0,0.0,36438016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6282.0,0.0,0.0,0.0,0.0,0.0,0.0,7715090432.0,1667280896.0,15539261440.0,75025977344.0,0.0,0.0
1556186955.269,29.046,6.352,62.688,0.096,0.0,1.819,3816727.0,2055112.0,8456150.0,2359409.0,0.0,0.0,941078.0,2741203.0,1067350.0,2748280.0,1150080.0,2745751.0,0.0,0.0,1022277.0,2742333.0,19717262.0,21514338.0,0.0,36642816.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6243.0,0.0,0.0,0.0,3.0,0.0,0.0,7720136704.0,1667280896.0,15548944384.0,75011248128.0,0.0,0.0
1556186956.269,29.084,6.278,62.780,0.160,0.0,1.698,3830720.0,2060511.0,8460830.0,2374155.0,0.0,0.0,942309.0,2781127.0,1067358.0,2765270.0,1152181.0,2788729.0,0.0,0.0,1028847.0,2747739.0,19757386.0,21674780.0,0.0,36261888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6298.0,0.0,0.0,0.0,0.0,0.0,0.0,7717187584.0,1667280896.0,15562653696.0,75000487936.0,0.0,0.0
1556186957.270,30.137,6.065,61.766,0.095,0.0,1.937,3830771.0,2062300.0,8457282.0,2363029.0,0.0,0.0,946809.0,2705285.0,1071835.0,2730011.0,1156129.0,2713982.0,0.0,0.0,1030867.0,2746905.0,19775399.0,21473944.0,0.0,36601856.0,0.0,0.0,0.0,8921088.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,348.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,6308.0,0.0,0.0,0.0,28.0,0.0,0.0,7717552128.0,1667280896.0,15573278720.0,74989498368.0,0.0,0.0
1556186958.269,29.336,6.157,62.895,0.097,0.0,1.515,3824926.0,2059915.0,8459075.0,2366987.0,0.0,0.0,940118.0,2742145.0,1073479.0,2749197.0,1150675.0,2746622.0,0.0,0.0,1028504.0,2746946.0,19747524.0,21558680.0,4096.0,36421632.0,0.0,0.0,0.0,10211328.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,804.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6240.0,0.0,0.0,0.0,14.0,0.0,0.0,7717908480.0,1667280896.0,15586177024.0,74976243712.0,0.0,0.0
1556186959.270,29.102,6.220,62.488,0.095,0.0,2.095,3830758.0,2059834.0,8459320.0,2376780.0,0.0,0.0,943014.0,2743779.0,1064015.0,2746134.0,1154230.0,2752702.0,0.0,0.0,1026940.0,2746143.0,19755947.0,21578233.0,0.0,37040128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6410.0,0.0,0.0,0.0,0.0,0.0,0.0,7719899136.0,1667280896.0,15597993984.0,74962436096.0,0.0,0.0
1556186960.269,28.348,6.360,63.407,0.096,0.0,1.790,3822339.0,2057631.0,8456091.0,2362941.0,0.0,0.0,936586.0,2734576.0,1072883.0,2751497.0,1150550.0,2786003.0,0.0,0.0,1028218.0,2745522.0,19730634.0,21570874.0,0.0,37249024.0,0.0,0.0,0.0,77824.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6435.0,0.0,0.0,0.0,8.0,0.0,0.0,7717814272.0,1667280896.0,15610982400.0,74951532544.0,0.0,0.0
1556186961.270,29.384,6.671,61.881,0.127,0.0,1.938,3832249.0,2060456.0,8457888.0,2364755.0,0.0,0.0,935152.0,2734838.0,1067369.0,2744777.0,1148492.0,2703648.0,0.0,0.0,1026365.0,2745380.0,19724931.0,21484069.0,0.0,36659200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6300.0,0.0,0.0,0.0,0.0,0.0,0.0,7717478400.0,1667280896.0,15622942720.0,74939908096.0,0.0,0.0
1556186962.269,32.972,5.830,59.191,0.319,0.0,1.688,3810509.0,2056632.0,8457335.0,2363090.0,0.0,0.0,940719.0,2740942.0,1067071.0,2744838.0,1155200.0,2751472.0,0.0,0.0,1024649.0,2743267.0,19725990.0,21533272.0,4096.0,214798336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9574.0,0.0,0.0,0.0,0.0,0.0,0.0,7727714304.0,1667280896.0,15797407744.0,74755207168.0,0.0,0.0
1556186963.270,28.925,5.888,63.256,0.193,0.0,1.737,3846173.0,2061474.0,8461087.0,2381334.0,0.0,0.0,934838.0,2737699.0,1075281.0,2753840.0,1149728.0,2747718.0,0.0,0.0,1033117.0,2753087.0,19775120.0,21600738.0,0.0,73175040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7209.0,0.0,0.0,0.0,0.0,0.0,0.0,7731949568.0,1667280896.0,15643586560.0,74904793088.0,0.0,0.0
1556186964.270,28.979,6.468,62.302,0.095,0.0,2.156,3818377.0,2061738.0,8455984.0,2361005.0,0.0,0.0,939348.0,2735447.0,1068760.0,2744727.0,1146193.0,2739245.0,0.0,0.0,1028338.0,2744023.0,19712080.0,21507495.0,0.0,36470784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6281.0,0.0,0.0,0.0,0.0,0.0,0.0,7731396608.0,1667280896.0,15656103936.0,74892828672.0,0.0,0.0
1556186965.269,28.981,6.242,63.153,0.127,0.0,1.497,3817834.0,2050875.0,8455843.0,2370869.0,0.0,0.0,936173.0,2774312.0,1061101.0,2754071.0,1147666.0,2782486.0,0.0,0.0,1019848.0,2739813.0,19684612.0,21589819.0,0.0,37040128.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6419.0,0.0,0.0,0.0,3.0,0.0,0.0,7731113984.0,1667280896.0,15668342784.0,74880872448.0,0.0,0.0
1556186966.270,29.580,5.821,62.723,0.127,0.0,1.749,3830432.0,2061990.0,8457624.0,2364205.0,0.0,0.0,941977.0,2700855.0,1072748.0,2733694.0,1155182.0,2709483.0,0.0,0.0,1031098.0,2750781.0,19766835.0,21471212.0,0.0,36585472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6280.0,0.0,0.0,0.0,0.0,0.0,0.0,7730327552.0,1667280896.0,15680233472.0,74869768192.0,0.0,0.0
1556186967.269,29.864,5.505,63.145,0.095,0.0,1.392,3820856.0,2057493.0,8456586.0,2363341.0,0.0,0.0,942398.0,2743219.0,1073278.0,2751401.0,1145762.0,2742068.0,0.0,0.0,1030170.0,2748669.0,19740692.0,21546050.0,0.0,37101568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6393.0,0.0,0.0,0.0,0.0,0.0,0.0,7731814400.0,1667280896.0,15692292096.0,74856222720.0,0.0,0.0
1556186968.269,30.126,6.341,61.735,0.063,0.0,1.735,3829095.0,2060411.0,8458687.0,2367900.0,0.0,0.0,934845.0,2735078.0,1070180.0,2748668.0,1149563.0,2747194.0,0.0,0.0,1026959.0,2746904.0,19738343.0,21542362.0,0.0,36933632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6390.0,0.0,0.0,0.0,0.0,0.0,0.0,7731486720.0,1667280896.0,15705128960.0,74843713536.0,0.0,0.0
1556186969.270,28.787,6.205,63.181,0.126,0.0,1.701,3827699.0,2060701.0,8457284.0,2371664.0,0.0,0.0,940625.0,2741130.0,1067449.0,2744982.0,1153342.0,2747666.0,0.0,0.0,1027217.0,2745927.0,19743518.0,21555852.0,0.0,36888576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,6352.0,0.0,0.0,0.0,0.0,0.0,0.0,7731650560.0,1667280896.0,15716151296.0,74832527360.0,0.0,0.0
1556186970.270,29.286,6.087,62.651,0.127,0.0,1.848,3811663.0,2060591.0,8456995.0,2353373.0,0.0,0.0,941769.0,2741527.0,1068467.0,2745144.0,1155346.0,2750691.0,0.0,0.0,1024517.0,2742576.0,19725466.0,21523355.0,0.0,36945920.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6393.0,0.0,0.0,0.0,3.0,0.0,0.0,7732166656.0,1667280896.0,15728254976.0,74819907584.0,0.0,0.0
1556186971.270,29.456,6.226,62.326,0.126,0.0,1.865,3847773.0,2059277.0,8460400.0,2386077.0,0.0,0.0,939444.0,2742498.0,1076284.0,2754943.0,1147736.0,2744901.0,0.0,0.0,1032703.0,2752089.0,19786137.0,21608908.0,0.0,43507712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6681.0,0.0,0.0,0.0,0.0,0.0,0.0,7730216960.0,1667280896.0,15732367360.0,74817744896.0,0.0,0.0
1556186972.270,29.005,6.140,62.680,0.096,0.0,2.079,3816729.0,2058602.0,8458094.0,2357633.0,0.0,0.0,944484.0,2741991.0,1069070.0,2745750.0,1156626.0,2754517.0,0.0,0.0,1023920.0,2742727.0,19740615.0,21535134.0,0.0,36519936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,6268.0,0.0,0.0,0.0,5.0,0.0,0.0,7734222848.0,1667280896.0,15742816256.0,74803290112.0,0.0,0.0
1556186973.270,29.924,5.909,62.135,0.095,0.0,1.938,3831460.0,2060032.0,8458557.0,2376505.0,0.0,0.0,937582.0,2737404.0,1067604.0,2745277.0,1148753.0,2744587.0,0.0,0.0,1026293.0,2744397.0,19731804.0,21540779.0,0.0,37003264.0,0.0,0.0,0.0,19144704.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6403.0,0.0,0.0,0.0,34.0,0.0,0.0,7731347456.0,1667280896.0,15756562432.0,74792419328.0,0.0,0.0
