/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"netSpeed.veth25ef036 = 10000"
"netBandwidth.veth25ef036 = 12500000"
"netFullDuplex.veth25ef036 = full"
"netSpeed.veth3cfd72a = 10000"
"netBandwidth.veth3cfd72a = 12500000"
"netFullDuplex.veth3cfd72a = full"
"netSpeed.veth43c2c0b = 10000"
"netBandwidth.veth43c2c0b = 12500000"
"netFullDuplex.veth43c2c0b = full"
"netSpeed.veth61d4493 = 10000"
"netBandwidth.veth61d4493 = 12500000"
"netFullDuplex.veth61d4493 = full"
"netSpeed.veth6cf8177 = 10000"
"netBandwidth.veth6cf8177 = 12500000"
"netFullDuplex.veth6cf8177 = full"
"netSpeed.veth780f7ba = 10000"
"netBandwidth.veth780f7ba = 12500000"
"netFullDuplex.veth780f7ba = full"
"netSpeed.veth81a41d2 = 10000"
"netBandwidth.veth81a41d2 = 12500000"
"netFullDuplex.veth81a41d2 = full"
"netSpeed.vethb01d35b = 10000"
"netBandwidth.vethb01d35b = 12500000"
"netFullDuplex.vethb01d35b = full"
"netSpeed.vethb182e81 = 10000"
"netBandwidth.vethb182e81 = 12500000"
"netFullDuplex.vethb182e81 = full"
"netSpeed.vethccae9ea = 10000"
"netBandwidth.vethccae9ea = 12500000"
"netFullDuplex.vethccae9ea = full"
"netSpeed.vethec3264c = 10000"
"netBandwidth.vethec3264c = 12500000"
"netFullDuplex.vethec3264c = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5217 CPU @ 3.00GHz"
"cpu_cores = 32"
"cpu_sockets = 2"
"cpu_cores_per_socket = 8"
"cpu_threads_per_core = 2"
"memory_size = 97605088"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     ), sda(INTEL SSDSCKJB48)"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,veth25ef036,veth3cfd72a,veth43c2c0b,veth61d4493,veth6cf8177,veth780f7ba,veth81a41d2,vethb01d35b,vethb182e81,vethccae9ea,vethec3264c,total -dD nvme0n1,nvme1n1,sda,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","25 Apr 2019 10:40:01 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/veth25ef036",,"net/veth3cfd72a",,"net/veth43c2c0b",,"net/veth61d4493",,"net/veth6cf8177",,"net/veth780f7ba",,"net/veth81a41d2",,"net/vethb01d35b",,"net/vethb182e81",,"net/vethccae9ea",,"net/vethec3264c",,"net/total",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/sda",,"dsk/loop0",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/sda",,"tim/loop0",,"qu/nvme0n1","qu/nvme1n1","qu/sda","qu/loop0","io/nvme0n1",,"io/nvme1n1",,"io/sda",,"io/loop0",,"memory usage",,,,"paging",
1556214501.551,50.597,7.933,38.665,0.451,0.0,2.354,10950196.0,5637320.0,2565567.0,7822288.0,2695497.0,7834074.0,2925945.0,7870140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25167077.0,6787359.0,0.0,0.0,0.0,0.0,2779376.0,7813257.0,55072777.0,60379753.0,0.0,102199296.0,0.0,113958912.0,0.0,48193536.0,0.0,0.0,0.0,252.0,0.0,372.0,0.0,7676.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,10591.0,0.0,12530.0,0.0,98.0,0.0,0.0,8436633600.0,1808961536.0,27384430592.0,62317584384.0,0.0,0.0
1556214502.551,56.445,7.425,33.365,0.707,0.0,2.057,10979962.0,5609390.0,2533742.0,7817922.0,2686555.0,7860788.0,2901739.0,7847258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25258166.0,6802917.0,0.0,0.0,0.0,0.0,2797705.0,7855829.0,55050090.0,60380362.0,0.0,206221312.0,0.0,219004928.0,0.0,9543680.0,0.0,0.0,0.0,1192.0,0.0,888.0,0.0,5652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12583.0,0.0,15385.0,0.0,30.0,0.0,0.0,8442961920.0,1808969728.0,27707731968.0,61987946496.0,0.0,0.0
1556214503.551,52.277,7.875,37.097,0.474,0.0,2.277,10880926.0,5663050.0,2552294.0,7801416.0,2693615.0,7812097.0,2930547.0,7812983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25091906.0,6726328.0,0.0,0.0,0.0,0.0,2836071.0,7818408.0,54974064.0,60154922.0,0.0,109363200.0,0.0,131682304.0,0.0,0.0,0.0,0.0,0.0,272.0,0.0,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10989.0,0.0,13485.0,0.0,0.0,0.0,0.0,8442847232.0,1808982016.0,27368820736.0,62326960128.0,0.0,0.0
1556214504.551,49.471,7.315,40.937,0.321,0.0,1.957,10989459.0,5744101.0,2579472.0,7830679.0,2720657.0,7837884.0,2950729.0,7818417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25128630.0,6816310.0,0.0,0.0,0.0,0.0,2850033.0,7834666.0,55338181.0,60572405.0,0.0,53227520.0,0.0,66445312.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9609.0,0.0,11310.0,0.0,0.0,0.0,0.0,8441720832.0,1808982016.0,27406979072.0,62289928192.0,0.0,0.0
1556214505.552,49.343,7.278,40.975,0.256,0.0,2.148,10905365.0,5735423.0,2567231.0,7788054.0,2699063.0,7799095.0,2978232.0,7783736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24973606.0,6760306.0,0.0,0.0,0.0,0.0,2844697.0,7805940.0,55104066.0,60279104.0,0.0,50270208.0,0.0,66539520.0,0.0,135168.0,0.0,0.0,0.0,112.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9073.0,0.0,11405.0,0.0,8.0,0.0,0.0,8442036224.0,1808982016.0,27442106368.0,62254485504.0,0.0,0.0
1556214506.551,49.725,6.632,41.346,0.324,0.0,1.973,10812738.0,5629192.0,2524761.0,7695972.0,2687286.0,7736302.0,2932351.0,7723929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24772321.0,6689627.0,0.0,0.0,0.0,0.0,2833142.0,7799534.0,54550768.0,59739559.0,0.0,49582080.0,0.0,63184896.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8998.0,0.0,10786.0,0.0,0.0,0.0,0.0,8442372096.0,1808982016.0,27476885504.0,62219370496.0,0.0,0.0
1556214507.551,49.552,7.426,40.461,0.288,0.0,2.273,11090510.0,5732360.0,2598199.0,7968679.0,2707053.0,7920546.0,2975070.0,7939939.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25467887.0,6893770.0,0.0,0.0,0.0,0.0,2835371.0,7920798.0,55817930.0,61198643.0,0.0,51277824.0,0.0,62648320.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9186.0,0.0,10538.0,0.0,0.0,0.0,0.0,8445018112.0,1808982016.0,27514396672.0,62179213312.0,0.0,0.0
1556214508.551,50.380,6.880,40.298,0.317,0.0,2.124,10949831.0,5715709.0,2569311.0,7825750.0,2737467.0,7900379.0,2959844.0,7882610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25298936.0,6798324.0,0.0,0.0,0.0,0.0,2852311.0,7853957.0,55518194.0,60673340.0,0.0,51351552.0,0.0,64479232.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9238.0,0.0,10932.0,0.0,0.0,0.0,0.0,8443834368.0,1808986112.0,27552604160.0,62142185472.0,0.0,0.0
1556214509.551,49.429,7.016,41.016,0.286,0.0,2.254,10939096.0,5669058.0,2584284.0,7805677.0,2710883.0,7809020.0,2929387.0,7784730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24971322.0,6771676.0,0.0,0.0,0.0,0.0,2837461.0,7807038.0,55064465.0,60325797.0,0.0,49283072.0,0.0,62558208.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,112.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8954.0,0.0,10674.0,0.0,0.0,0.0,0.0,8446513152.0,1808990208.0,27587129344.0,62104977408.0,0.0,0.0
1556214510.551,52.807,7.683,36.908,0.470,0.0,2.132,10928389.0,5677971.0,2566170.0,7821781.0,2701798.0,7786415.0,2942558.0,7804250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24956827.0,6746533.0,0.0,0.0,0.0,0.0,2831697.0,7801473.0,54970933.0,60259148.0,0.0,102658048.0,0.0,118616064.0,0.0,81920.0,0.0,0.0,0.0,400.0,0.0,540.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,10678.0,0.0,13097.0,0.0,7.0,0.0,0.0,8444309504.0,1808998400.0,27715317760.0,61978984448.0,0.0,0.0
1556214511.551,54.610,8.673,33.890,0.707,0.0,2.120,11056224.0,5587793.0,2552288.0,7807771.0,2663781.0,7839892.0,2900671.0,7860218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25271001.0,6850647.0,0.0,0.0,0.0,0.0,2794679.0,7846932.0,55139338.0,60468963.0,0.0,201265152.0,0.0,220528640.0,0.0,0.0,0.0,0.0,0.0,768.0,0.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11959.0,0.0,15221.0,0.0,0.0,0.0,0.0,8452866048.0,1809006592.0,28033384448.0,61652353024.0,0.0,0.0
1556214512.551,51.857,7.810,37.452,0.512,0.0,2.369,10872508.0,5609841.0,2553306.0,7884771.0,2658048.0,7833718.0,2899012.0,7845827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25259873.0,6756039.0,0.0,0.0,0.0,0.0,2802871.0,7890275.0,54973224.0,60298850.0,0.0,116936704.0,0.0,133156864.0,0.0,0.0,0.0,0.0,0.0,456.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10850.0,0.0,13376.0,0.0,0.0,0.0,0.0,8456368128.0,1809010688.0,27691225088.0,61991006208.0,0.0,0.0
1556214513.551,49.499,7.141,40.840,0.291,0.0,2.229,10917730.0,5736441.0,2554112.0,7767089.0,2739142.0,7839329.0,2937018.0,7827988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25115398.0,6752022.0,0.0,0.0,0.0,0.0,2867193.0,7807829.0,55258233.0,60337911.0,0.0,54226944.0,0.0,65605632.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9838.0,0.0,11239.0,0.0,0.0,0.0,0.0,8456798208.0,1809010688.0,27729838080.0,61951963136.0,0.0,0.0
1556214514.551,48.403,7.454,41.400,0.323,0.0,2.420,10867102.0,5711285.0,2566338.0,7768975.0,2715550.0,7788481.0,2975054.0,7799833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24951493.0,6719840.0,0.0,0.0,0.0,0.0,2835384.0,7794137.0,55005161.0,60157987.0,0.0,51736576.0,0.0,64835584.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,168.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9299.0,0.0,11094.0,0.0,0.0,0.0,0.0,8457924608.0,1809010688.0,27765731328.0,61914943488.0,0.0,0.0
1556214515.552,49.337,6.826,41.281,0.291,0.0,2.265,10992325.0,5689841.0,2550532.0,7836447.0,2703996.0,7830504.0,2982304.0,7836329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25125674.0,6819103.0,0.0,0.0,0.0,0.0,2806492.0,7818165.0,55224479.0,60488549.0,0.0,50970624.0,0.0,64684032.0,0.0,49152.0,0.0,0.0,0.0,76.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9187.0,0.0,11003.0,0.0,3.0,0.0,0.0,8460877824.0,1809010688.0,27801055232.0,61876666368.0,0.0,0.0
1556214516.551,47.864,7.254,42.199,0.331,0.0,2.352,10921136.0,5728062.0,2574172.0,7808465.0,2697405.0,7827137.0,2998699.0,7854985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25135419.0,6770867.0,0.0,0.0,0.0,0.0,2828342.0,7831034.0,55286978.0,60458713.0,0.0,51273728.0,0.0,65036288.0,0.0,35700736.0,0.0,0.0,0.0,68.0,0.0,216.0,0.0,4204.0,0.0,0.0,1.0,4.0,47.0,0.0,0.0,9279.0,0.0,11126.0,0.0,74.0,0.0,0.0,8458203136.0,1809010688.0,27840126976.0,61840269312.0,0.0,0.0
1556214517.551,50.238,7.163,40.254,0.285,0.0,2.060,10957730.0,5699302.0,2563316.0,7823179.0,2709438.0,7823981.0,2958407.0,7836628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25114746.0,6777068.0,0.0,0.0,0.0,0.0,2844830.0,7832710.0,55215788.0,60438542.0,0.0,49856512.0,0.0,64098304.0,0.0,21979136.0,0.0,0.0,0.0,96.0,0.0,188.0,0.0,7808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8943.0,0.0,10851.0,0.0,45.0,0.0,0.0,8460247040.0,1809010688.0,27876335616.0,61802016768.0,0.0,0.0
1556214518.551,50.305,7.122,40.135,0.353,0.0,2.085,10963293.0,5697656.0,2575648.0,7862869.0,2700371.0,7859133.0,2959864.0,7877060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25281282.0,6817931.0,0.0,0.0,0.0,0.0,2831746.0,7867338.0,55382636.0,60646472.0,0.0,53276672.0,0.0,65634304.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9165.0,0.0,10681.0,0.0,0.0,0.0,0.0,8459124736.0,1809010688.0,27896373248.0,61783101440.0,0.0,0.0
1556214519.552,52.831,6.552,37.723,0.382,0.0,2.513,10876469.0,5589030.0,2544566.0,7768359.0,2668083.0,7725795.0,2889304.0,7727866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24782010.0,6728406.0,0.0,0.0,0.0,0.0,2783358.0,7763699.0,54453980.0,59788034.0,0.0,105746432.0,0.0,112189440.0,0.0,0.0,0.0,0.0,0.0,652.0,0.0,492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10394.0,0.0,12192.0,0.0,0.0,0.0,0.0,8464506880.0,1809039360.0,28017860608.0,61656203264.0,0.0,0.0
1556214520.552,55.841,7.863,33.569,0.674,0.0,2.054,10977932.0,5572598.0,2520824.0,7824286.0,2663364.0,7888561.0,2907524.0,7887198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25422147.0,6806007.0,0.0,0.0,0.0,0.0,2770923.0,7845330.0,55102978.0,60397340.0,0.0,195522560.0,0.0,212144128.0,0.0,143360.0,0.0,0.0,0.0,1256.0,0.0,952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11732.0,0.0,15119.0,0.0,12.0,0.0,0.0,8471891968.0,1809051648.0,28330708992.0,61335957504.0,0.0,0.0
1556214521.551,53.499,7.602,36.450,0.477,0.0,1.972,10747067.0,5552216.0,2533749.0,7699461.0,2654322.0,7700949.0,2880738.0,7719761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24747996.0,6638056.0,0.0,0.0,0.0,0.0,2755647.0,7698706.0,54141488.0,59303256.0,0.0,124968960.0,0.0,149061632.0,0.0,0.0,0.0,0.0,0.0,548.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11276.0,0.0,13410.0,0.0,0.0,0.0,0.0,8473063424.0,1809059840.0,27999637504.0,61665849344.0,0.0,0.0
1556214522.551,50.288,6.983,39.974,0.352,0.0,2.402,11048164.0,5763024.0,2579390.0,7907062.0,2724799.0,7911279.0,2968638.0,7909887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25447960.0,6849938.0,0.0,0.0,0.0,0.0,2843996.0,7909123.0,55731384.0,60972557.0,0.0,54267904.0,0.0,65409024.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9834.0,0.0,11112.0,0.0,0.0,0.0,0.0,8471707648.0,1809059840.0,28035207168.0,61631635456.0,0.0,0.0
1556214523.551,50.032,7.129,40.102,0.286,0.0,2.451,10900236.0,5715725.0,2568481.0,7774313.0,2705186.0,7775752.0,2956192.0,7782340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24955026.0,6748002.0,0.0,0.0,0.0,0.0,2836838.0,7798398.0,54999189.0,60177995.0,0.0,52965376.0,0.0,63434752.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9570.0,0.0,10773.0,0.0,0.0,0.0,0.0,8469594112.0,1809059840.0,28071981056.0,61596975104.0,0.0,0.0
1556214524.551,50.144,6.774,40.417,0.353,0.0,2.311,10948187.0,5719912.0,2553499.0,7845674.0,2686609.0,7847799.0,2975912.0,7882437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25278579.0,6787052.0,0.0,0.0,0.0,0.0,2850079.0,7863320.0,55348943.0,60556605.0,0.0,50671616.0,0.0,65900544.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9140.0,0.0,11176.0,0.0,0.0,0.0,0.0,8470282240.0,1809059840.0,28110909440.0,61557358592.0,0.0,0.0
1556214525.552,50.193,6.950,40.219,0.257,0.0,2.381,10989715.0,5757284.0,2592192.0,7841845.0,2703805.0,7825407.0,2998226.0,7848962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25132751.0,6825559.0,0.0,0.0,0.0,0.0,2838775.0,7832383.0,55413086.0,60642291.0,0.0,51605504.0,0.0,65085440.0,0.0,40960.0,0.0,0.0,0.0,132.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9268.0,0.0,11035.0,0.0,3.0,0.0,0.0,8472346624.0,1809059840.0,28146343936.0,61519859712.0,0.0,0.0
1556214526.551,50.160,7.463,39.942,0.416,0.0,2.018,10822478.0,5666028.0,2576057.0,7713864.0,2679320.0,7689713.0,2939939.0,7711214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24634748.0,6660257.0,0.0,0.0,0.0,0.0,2830146.0,7712377.0,54536859.0,59679831.0,0.0,52994048.0,0.0,66088960.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9158.0,0.0,10828.0,0.0,0.0,0.0,0.0,8470487040.0,1809059840.0,28173398016.0,61494665216.0,0.0,0.0
1556214527.551,48.815,7.751,40.871,0.256,0.0,2.306,10898542.0,5668153.0,2554513.0,7804251.0,2692631.0,7819547.0,2953386.0,7811127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25103191.0,6743861.0,0.0,0.0,0.0,0.0,2815889.0,7824043.0,55037633.0,60220235.0,0.0,50503680.0,0.0,63352832.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9110.0,0.0,10735.0,0.0,0.0,0.0,0.0,8464535552.0,1809059840.0,28208238592.0,61465776128.0,0.0,0.0
1556214528.552,53.202,7.200,36.986,0.446,0.0,2.166,11055248.0,5673844.0,2552014.0,7925786.0,2724766.0,7924453.0,2950827.0,7914038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25449388.0,6892495.0,0.0,0.0,0.0,0.0,2798471.0,7951290.0,55550890.0,61004130.0,0.0,107528192.0,0.0,117997568.0,0.0,0.0,0.0,0.0,0.0,452.0,0.0,400.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10618.0,0.0,12618.0,0.0,0.0,0.0,0.0,8467640320.0,1809063936.0,28338225152.0,61332680704.0,0.0,0.0
1556214529.552,55.192,8.003,33.852,0.635,0.0,2.318,10775066.0,5505630.0,2500025.0,7638547.0,2631849.0,7701525.0,2840747.0,7704202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24742261.0,6655470.0,0.0,0.0,0.0,0.0,2773487.0,7663622.0,54017255.0,59161241.0,0.0,195145728.0,0.0,208216064.0,0.0,0.0,0.0,0.0,0.0,968.0,0.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12046.0,0.0,14883.0,0.0,0.0,0.0,0.0,8470827008.0,1809068032.0,28648394752.0,61019320320.0,0.0,0.0
1556214530.551,52.474,8.171,36.898,0.479,0.0,1.979,10943209.0,5570752.0,2533075.0,7903167.0,2677749.0,7880858.0,2865146.0,7861518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25385986.0,6789573.0,0.0,0.0,0.0,0.0,2802698.0,7930810.0,55061784.0,60436544.0,0.0,128389120.0,0.0,154255360.0,0.0,65536.0,0.0,0.0,0.0,412.0,0.0,484.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11108.0,0.0,14058.0,0.0,7.0,0.0,0.0,8475500544.0,1809068032.0,28314378240.0,61348663296.0,0.0,0.0
1556214531.551,50.064,7.023,40.593,0.354,0.0,1.965,10925665.0,5738196.0,2542527.0,7787859.0,2743197.0,7901520.0,2942393.0,7810060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25283785.0,6767382.0,0.0,0.0,0.0,0.0,2869894.0,7866222.0,55429173.0,60484175.0,0.0,53813248.0,0.0,65900544.0,0.0,24666112.0,0.0,0.0,0.0,160.0,0.0,196.0,0.0,2072.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,9728.0,0.0,11297.0,0.0,53.0,0.0,0.0,8472031232.0,1809068032.0,28352708608.0,61313802240.0,0.0,0.0
1556214532.552,50.915,6.562,39.842,0.284,0.0,2.397,10905182.0,5693031.0,2576738.0,7780306.0,2691015.0,7761078.0,2977209.0,7828168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24926294.0,6757129.0,0.0,0.0,0.0,0.0,2826030.0,7776900.0,54970261.0,60168234.0,0.0,52686848.0,0.0,65830912.0,0.0,32976896.0,0.0,0.0,0.0,100.0,0.0,200.0,0.0,10236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9504.0,0.0,11185.0,0.0,69.0,0.0,0.0,8475815936.0,1809068032.0,28386803712.0,61275922432.0,0.0,0.0
1556214533.551,49.774,7.055,40.561,0.290,0.0,2.320,10919861.0,5687214.0,2552883.0,7836813.0,2717644.0,7839417.0,2913627.0,7811555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25105761.0,6754164.0,0.0,0.0,0.0,0.0,2867526.0,7891233.0,55113631.0,60415827.0,0.0,51318784.0,0.0,65122304.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9294.0,0.0,11150.0,0.0,0.0,0.0,0.0,8473186304.0,1809068032.0,28425928704.0,61239427072.0,0.0,0.0
1556214534.551,49.676,6.518,41.180,0.324,0.0,2.302,10898096.0,5724295.0,2553297.0,7794586.0,2707600.0,7866971.0,2983247.0,7855973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25275194.0,6768105.0,0.0,0.0,0.0,0.0,2822819.0,7817704.0,55319024.0,60386341.0,0.0,51748864.0,0.0,66011136.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9293.0,0.0,11234.0,0.0,0.0,0.0,0.0,8474415104.0,1809068032.0,28460158976.0,61203968000.0,0.0,0.0
1556214535.551,50.142,6.477,40.758,0.316,0.0,2.306,10905240.0,5669834.0,2574703.0,7781935.0,2690526.0,7777968.0,2976987.0,7792422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24937199.0,6736472.0,0.0,0.0,0.0,0.0,2812533.0,7784984.0,54954094.0,60135153.0,0.0,49819648.0,0.0,63819776.0,0.0,90112.0,0.0,0.0,0.0,108.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9009.0,0.0,10883.0,0.0,8.0,0.0,0.0,8473165824.0,1809068032.0,28497330176.0,61168046080.0,0.0,0.0
1556214536.552,50.111,6.590,40.751,0.318,0.0,2.229,10891752.0,5703636.0,2552553.0,7802378.0,2698034.0,7824673.0,2942790.0,7813035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25122797.0,6763961.0,0.0,0.0,0.0,0.0,2842785.0,7837213.0,55113784.0,60294253.0,0.0,51134464.0,0.0,65228800.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9172.0,0.0,11102.0,0.0,0.0,0.0,0.0,8476340224.0,1809068032.0,28534923264.0,61127278592.0,0.0,0.0
1556214537.551,51.068,7.670,38.414,0.453,0.0,2.395,10900722.0,5620792.0,2544713.0,7758698.0,2686489.0,7779459.0,2912536.0,7774721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24950695.0,6726554.0,0.0,0.0,0.0,0.0,2804798.0,7803957.0,54750767.0,60003296.0,0.0,117706752.0,0.0,132198400.0,0.0,0.0,0.0,0.0,0.0,456.0,0.0,656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10674.0,0.0,12794.0,0.0,0.0,0.0,0.0,8476712960.0,1809076224.0,28691902464.0,60969918464.0,0.0,0.0
1556214538.551,55.120,8.411,33.708,0.674,0.0,2.087,10906486.0,5507487.0,2539276.0,7842774.0,2662652.0,7844212.0,2822171.0,7814043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25231839.0,6759646.0,0.0,0.0,0.0,0.0,2779233.0,7818626.0,54741695.0,60079237.0,0.0,199020544.0,0.0,209539072.0,0.0,0.0,0.0,0.0,0.0,1152.0,0.0,992.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11942.0,0.0,15121.0,0.0,0.0,0.0,0.0,8482164736.0,1809076224.0,28999663616.0,60656705536.0,0.0,0.0
